Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
483:            74      1776    sun.reflect.annotation.AnnotationInvocationHandler
484:            31      1736    org.apache.tomcat.util.res.StringManager$1
485:            108     1728    org.apache.juli.logging.DirectJDKLog
486:            61      1704    java.util.regex.Pattern$Node[]
487:            15      1680    sun.nio.ch.SocketChannelImpl
488:            105     1680    sun.security.x509.SerialNumber
489:            35      1680    org.apache.commons.httpclient.Cookie
490:            69      1656    com.sun.jmx.mbeanserver.NamedObject
491:            51      1632    java.security.Permissions
492:            68      1632    sun.reflect.generics.tree.ClassSignature
493:            68      1632    sun.reflect.generics.scope.ClassScope
494:            68      1632    org.apache.catalina.util.LifecycleSupport
495:            34      1632    java.nio.HeapCharBuffer
496:            51      1632    com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer
497:            67      1608    sun.reflect.generics.tree.Wildcard
498:            50      1600    org.apache.tomcat.util.digester.SetNextRule
499:            40      1600    sun.management.DiagnosticCommandArgumentInfo
500:            49      1568    org.jsoup.nodes.DocumentType
501:            49      1568    org.apache.tomcat.util.digester.ObjectCreateRule
502:            39      1560    com.mysql.jdbc.util.ReadAheadInputStream
503:            65      1560    java.io.BufferedOutputStream
504:            97      1552    org.springframework.expression.common.LiteralExpression
505:            97      1552    java.util.concurrent.atomic.AtomicInteger
506:            64      1536    org.apache.jasper.compiler.JspUtil$ValidAttribute
507:            48      1536    com.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr
508:            32      1536    com.sun.org.apache.xerces.internal.impl.dv.xs.DecimalDV$XDecimal
509:            48      1536    ch.qos.logback.core.joran.event.EndEvent
510:            48      1536    java.io.FilePermission
511:            95      1520    sun.security.x509.CertificateAlgorithmId
512:            95      1520    sun.security.x509.CertificateX509Key
513:            95      1520    sun.security.x509.CertificateVersion
514:            95      1520    sun.security.x509.CertificateSerialNumber
515:            47      1504    com.sun.org.apache.xerces.internal.util.SymbolHash
516:            62      1488    java.util.regex.Pattern$1
517:            37      1480    java.util.PropertyResourceBundle
518:            46      1472    java.security.spec.EllipticCurve
519:            68      1456    sun.reflect.generics.tree.ClassTypeSignature[]
520:            26      1456    org.apache.tomcat.util.descriptor.tld.TagXml
521:            26      1456    org.springframework.core.annotation.AnnotationAttributes
522:            60      1440    org.springframework.beans.factory.config.RuntimeBeanReference
523:            30      1440    java.time.temporal.ValueRange
524:            20      1440    java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask
525:            88      1408    org.springframework.core.convert.support.GenericConversionService$ConvertersForPair
526:            15      1376    java.lang.Byte[]
527:            43      1376    com.mysql.jdbc.Buffer
528:            1       1376    sun.misc.FDBigInteger[]
529:            56      1344    java.security.spec.ECPoint
530:            42      1344    sun.reflect.generics.reflectiveObjects.TypeVariableImpl
531:            15      1320    com.alibaba.druid.pool.DruidConnectionHolder
532:            55      1320    java.util.regex.Pattern$Start
533:            39      1280    java.math.BigInteger[]
534:            32      1280    sun.security.x509.AuthorityKeyIdentifierExtension
535:            32      1280    org.springframework.util.ConcurrentReferenceHashMap$Segment
536:            3       1272    com.sun.org.apache.xerces.internal.util.SymbolTable$Entry[]
537:            41      1264    com.sun.org.apache.xerces.internal.impl.xs.traversers.OneAttr[]
538:            52      1248    org.springframework.beans.CachedIntrospectionResults
539:            52      1248    java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
540:            39      1248    com.mysql.jdbc.NonRegisteringDriver$ConnectionPhantomReference
541:            52      1248    com.sun.org.apache.xerces.internal.util.SymbolTable$Entry
542:            76      1216    java.util.jar.Attributes
543:            15      1200    com.alibaba.druid.stat.JdbcConnectionStat$Entry
544:            30      1200    java.time.temporal.ChronoField
545:            32      1192    org.springframework.util.ConcurrentReferenceHashMap$Reference[]
546:            37      1184    org.apache.catalina.util.ManifestResource
547:            37      1184    com.alibaba.druid.sql.ast.expr.SQLBinaryOperator
548:            49      1176    java.io.FilePermissionCollection
549:            49      1176    org.xml.sax.helpers.AttributesImpl
550:            48      1152    org.jsoup.select.Collector$Accumulator
551:            48      1152    java.util.Collections$SynchronizedSet
552:            72      1152    org.jsoup.select.NodeTraversor
553:            20      1120    org.springframework.beans.factory.config.DependencyDescriptor
554:            28      1120    org.apache.tomcat.util.modeler.BaseModelMBean
555:            20      1120    org.springframework.context.annotation.CommonAnnotationBeanPostProcessor$ResourceElement

556:            46      1104    org.springframework.beans.BeanWrapperImpl$PropertyTokenHolder
557:            46      1104    ch.qos.logback.core.spi.ContextAwareBase
558:            46      1104    org.springframework.beans.BeanMetadataAttribute
559:            17      1088    java.nio.DirectByteBuffer
560:            3       1080    com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl
561:            45      1080    org.apache.coyote.ActionCode
562:            2       1064    java.lang.Integer[]
563:            3       1056    com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl
564:            65      1040    org.apache.tomcat.util.modeler.NotificationInfo[]
565:            1       1040    sun.text.normalizer.UnicodeSet[]
566:            1       1040    java.lang.Short[]
567:            1       1040    java.lang.Long[]
568:            32      1024    java.util.concurrent.atomic.AtomicLongFieldUpdater$CASUpdater
569:            56      1016    javax.management.MBeanNotificationInfo[]
570:            42      1008    sun.reflect.generics.tree.FormalTypeParameter
571:            58      984     java.lang.reflect.Constructor[]
572:            1       984     com.alibaba.druid.sql.parser.Token[]
573:            61      976     java.util.regex.Pattern$BranchConn
574:            40      960     java.math.BigDecimal$StringBuilderHelper
575:            40      960     org.apache.commons.logging.impl.WeakHashtable$Referenced
576:            15      960     com.alibaba.druid.proxy.jdbc.ConnectionProxyImpl
577:            30      960     java.security.Provider$EngineDescription
578:            1       960     org.apache.tomcat.util.net.jsse.openssl.Cipher[]
579:            39      936     com.mysql.jdbc.NetworkResources
580:            23      920     java.io.BufferedInputStream
581:            23      920     sun.util.locale.BaseLocale$Key
582:            19      912     sun.management.DiagnosticCommandInfo
583:            38      912     java.util.Arrays$ArrayList
584:            53      880     javax.management.MBeanConstructorInfo[]
585:            11      880     java.nio.ByteBuffer[]
586:            7       864     double[]
587:            18      864     org.springframework.scheduling.concurrent.ReschedulingRunnable
588:            36      864     com.sun.org.apache.xerces.internal.impl.xs.traversers.SmallContainer
589:            18      864     org.springframework.scheduling.support.CronSequenceGenerator
590:            35      840     java.util.jar.Manifest
591:            15      840     javax.management.openmbean.ArrayType
592:            21      840     org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$Autowi
redFieldElement
593:            34      816     com.sun.jmx.mbeanserver.PerInterface$MethodAndSig
594:            34      816     org.springframework.http.MediaType
595:            1       816     com.alibaba.druid.pool.DruidConnectionHolder[]
596:            51      816     com.sun.org.apache.xerces.internal.util.AugmentationsImpl
597:            25      808     java.io.ObjectStreamField[]
598:            25      800     java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
599:            20      800     com.sun.jmx.mbeanserver.MXBeanSupport
600:            33      792     ch.qos.logback.core.pattern.LiteralConverter
601:            11      792     java.util.concurrent.ThreadPoolExecutor
602:            33      792     java.util.regex.Pattern$TreeInfo
603:            2       784     org.apache.tomcat.util.net.NioBlockingSelector$BlockPoller
604:            49      784     ch.qos.logback.core.joran.spi.ElementPath
605:            24      768     org.springframework.beans.factory.config.TypedStringValue
606:            12      768     com.alibaba.druid.pool.PreparedStatementPool$LRUCache
607:            32      768     com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$IdentityMapping
608:            24      768     sun.security.x509.OIDMap$OIDInfo
609:            6       768     sun.nio.ch.WindowsSelectorImpl
610:            8       768     com.alibaba.druid.pool.DruidPooledPreparedStatement
611:            32      768     org.springframework.core.convert.support.GenericConversionService$ConverterAdapter
612:            24      768     sun.font.EAttribute
613:            32      768     org.springframework.util.ConcurrentReferenceHashMap$ReferenceManager
614:            31      744     org.apache.tomcat.util.res.StringManager
615:            23      736     java.util.Locale
616:            23      736     sun.util.locale.BaseLocale
617:            46      736     org.jsoup.select.Evaluator$AllElements
618:            24      728     org.apache.catalina.WebResource[]
619:            15      720     java.lang.management.PlatformComponent
