Iterating over heap. This may take a while...
Object Histogram:

num       #instances    #bytes  Class description
--------------------------------------------------------------------------
1412:           1       64      org.apache.catalina.webresources.DirResourceSet
1413:           1       64      org.apache.catalina.core.ApplicationContext
1414:           2       64      sun.misc.FloatingDecimal$ASCIIToBinaryBuffer
1415:           2       64      java.lang.reflect.WeakCache$CacheKey
1416:           2       64      org.springframework.util.ConcurrentReferenceHashMap$TaskOption[]
1417:           4       64      org.springframework.core.convert.support.CollectionToArrayConverter
1418:           2       64      java.lang.VirtualMachineError
1419:           2       64      sun.security.x509.PrivateKeyUsageExtension
1420:           2       64      org.apache.catalina.util.ContextName
1421:           2       64      com.sun.jndi.ldap.pool.Pool
1422:           2       64      java.security.KeyStore
1423:           2       64      com.alibaba.druid.sql.dialect.mysql.parser.MySqlExprParser
1424:           2       64      org.apache.tomcat.util.http.LegacyCookieProcessor
1425:           1       56      com.sun.org.apache.xerces.internal.impl.dv.XSSimpleType[]
1426:           1       56      org.apache.commons.logging.impl.WeakHashtable
1427:           1       56      java.util.Locale[]
1428:           1       56      org.apache.catalina.mbeans.MemoryUserDatabaseMBean
1429:           1       56      java.util.logging.ConsoleHandler
1430:           1       56      java.lang.Runnable[]
1431:           1       56      org.apache.coyote.AsyncStateMachine$AsyncState[]
1432:           1       56      org.eclipse.jdt.internal.compiler.ast.IntLiteral
1433:           1       56      org.springframework.core.env.PropertySourcesPropertyResolver
1434:           1       56      org.eclipse.jdt.internal.compiler.lookup.TypeConstants$CloseMethodRecord[]
1435:           1       56      org.apache.catalina.core.DefaultInstanceManager
1436:           1       56      org.apache.catalina.core.ApplicationFilterConfig[]
1437:           1       56      sun.util.logging.PlatformLogger$Level[]
1438:           1       56      org.apache.tomcat.util.descriptor.web.ContextResource
1439:           1       56      org.apache.catalina.startup.ContextConfig
1440:           1       56      org.apache.catalina.valves.ErrorReportValve
1441:           1       56      org.springframework.expression.spel.support.StandardEvaluationContext
1442:           1       56      java.text.Format[]
1443:           1       56      org.apache.tomcat.util.net.SocketStatus[]
1444:           1       56      org.apache.jasper.compiler.JspConfig$JspProperty
1445:           1       56      java.lang.invoke.LambdaFormEditor$Transform
1446:           1       56      org.apache.tomcat.util.scan.StandardJarScanFilter
1447:           1       56      com.sun.org.apache.xerces.internal.impl.xs.util.XInt[]
1448:           1       56      org.apache.catalina.webresources.Cache
1449:           1       56      com.alibaba.druid.pool.PreparedStatementPool$MethodType[]
1450:           1       56      org.springframework.context.annotation.CommonAnnotationBeanPostProcessor
1451:           2       48      org.apache.tomcat.util.descriptor.web.ServletDefCreateRule
1452:           3       48      org.springframework.web.accept.HeaderContentNegotiationStrategy
1453:           3       48      sun.security.x509.RFC822Name
1454:           2       48      java.nio.charset.CoderResult
1455:           2       48      java.io.File$PathStatus
1456:           2       48      org.eclipse.jdt.internal.compiler.impl.LongConstant
1457:           3       48      com.sun.proxy.$Proxy11
1458:           3       48      org.apache.catalina.realm.RealmBase$AllRolesMode
1459:           2       48      org.springframework.core.convert.support.ArrayToArrayConverter
1460:           1       48      java.beans.WeakIdentityMap$Entry[]
1461:           3       48      sun.text.normalizer.NormalizerBase$QuickCheckResult
1462:           2       48      javax.net.ssl.SSLContext
1463:           2       48      org.apache.catalina.session.ManagerBase$SessionTiming
1464:           2       48      org.apache.http.impl.cookie.DefaultCookieSpecProvider$CompatibilityLevel
1465:           2       48      org.springframework.core.convert.converter.ConvertingComparator
1466:           2       48      java.util.zip.GZIPInputStream$1
1467:           2       48      javax.net.ssl.TrustManager[]
1468:           1       48      org.apache.catalina.users.MemoryUserDatabase
1469:           3       48      org.springframework.web.servlet.mvc.method.annotation.ServletRequestMethodArgumentResolv
er
1470:           1       48      com.alibaba.druid.filter.stat.StatFilter
1471:           2       48      java.net.StandardProtocolFamily
1472:           2       48      sun.nio.cs.ext.EUC_KR
1473:           2       48      org.apache.tomcat.util.descriptor.web.NameRule
1474:           2       48      org.springframework.util.comparator.InvertibleComparator
1475:           2       48      org.apache.tomcat.util.descriptor.web.SetOverrideRule
1476:           1       48      com.sun.beans.util.Cache$CacheEntry[]
1477:           3       48      java.nio.charset.CodingErrorAction
1478:           2       48      org.apache.coyote.AsyncStateMachine
1479:           2       48      org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMethodArgumentResolv
er
1480:           3       48      com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy
1481:           1       48      org.apache.tomcat.util.descriptor.web.FilterDef
1482:           3       48      sun.text.normalizer.CharTrie$FriendAgent
1483:           2       48      ch.qos.logback.core.subst.Node$Type
1484:           2       48      org.apache.http.conn.routing.RouteInfo$LayerType
1485:           1       48      org.apache.jasper.compiler.JDTCompiler
1486:           2       48      java.util.logging.Logger$LoggerBundle
1487:           2       48      java.time.LocalDate
1488:           2       48      sun.nio.cs.ext.JIS_X_0212_MS5022X
1489:           1       48      sun.text.normalizer.IntTrie
1490:           2       48      org.apache.tomcat.util.http.ServerCookies
1491:           3       48      java.util.Base64$Decoder
1492:           3       48      org.springframework.web.servlet.mvc.method.annotation.ServletResponseMethodArgumentResol
ver
1493:           2       48      org.apache.tomcat.util.net.AbstractEndpoint$Acceptor[]
1494:           2       48      org.springframework.util.ConcurrentReferenceHashMap$Restructure
1495:           2       48      sun.misc.URLClassPath$FileLoader
1496:           1       48      org.apache.catalina.core.StandardContextValve
1497:           1       48      com.sun.org.apache.xerces.internal.util.URI
1498:           3       48      java.lang.Boolean
1499:           2       48      org.apache.tomcat.util.descriptor.web.IgnoreAnnotationsRule
1500:           3       48      java.util.Hashtable$EntrySet
1501:           1       48      org.apache.tomcat.util.net.jsse.openssl.MessageDigest[]
1502:           1       48      org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor
1503:           2       48      org.apache.tomcat.util.descriptor.web.AbsoluteOrderingRule
1504:           3       48      com.sun.org.apache.xerces.internal.impl.dv.dtd.ListDatatypeValidator
1505:           2       48      org.apache.tomcat.util.descriptor.web.ServiceQnameRule
1506:           1       48      sun.text.resources.FormatData
1507:           1       48      org.eclipse.jdt.internal.compiler.lookup.FieldBinding
1508:           3       48      sun.text.normalizer.VersionInfo
1509:           1       48      ch.qos.logback.core.joran.spi.InterpretationContext
1510:           2       48      org.apache.tomcat.util.net.NioEndpoint$Acceptor
1511:           1       48      org.apache.log4j.Hierarchy
1512:           2       48      org.apache.tomcat.util.net.NioBlockingSelector
1513:           3       48      org.apache.catalina.InstanceListener[]
1514:           2       48      com.sun.jmx.mbeanserver.WeakIdentityHashMap
1515:           2       48      java.time.OffsetTime
1516:           2       48      com.alibaba.druid.sql.ast.SQLOrderingSpecification
1517:           2       48      javax.el.ExpressionFactory$CacheValue
1518:           2       48      java.sql.DriverInfo
1519:           2       48      org.apache.tomcat.util.descriptor.web.VersionRule
1520:           2       48      org.apache.tomcat.util.descriptor.web.RelativeOrderingRule
1521:           2       48      org.jsoup.nodes.Document$OutputSettings$Syntax
1522:           3       48      java.util.concurrent.atomic.AtomicMarkableReference
1523:           3       48      org.eclipse.jdt.internal.compiler.lookup.VariableBinding[]
1524:           2       48      org.apache.jasper.compiler.Node$Nodes
1525:           3       48      com.sun.org.apache.xerces.internal.util.EntityResolver2Wrapper
1526:           2       48      org.springframework.expression.TypedValue
1527:           1       48      org.apache.catalina.core.StandardEngineValve
1528:           2       48      org.springframework.util.ConcurrentReferenceHashMap$ReferenceType
1529:           1       48      org.apache.catalina.mbeans.RoleMBean
1530:           2       48      sun.security.jca.ProviderList
1531:           2       48      org.apache.tomcat.util.buf.UEncoder$SafeCharsSet
1532:           3       48      org.jsoup.select.StructuralEvaluator$ImmediateParent
1533:           1       48      com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory$Mappings
1534:           2       48      sun.management.ManagementFactoryHelper$1
1535:           2       48      java.net.InetAddress$Cache
1536:           1       48      org.apache.tomcat.util.net.AbstractEndpoint$Handler$SocketState[]
1537:           2       48      javax.annotation.Resource$AuthenticationType
1538:           2       48      org.springframework.web.servlet.mvc.method.annotation.ServletModelAttributeMethodProcess
or
1539:           2       48      org.springframework.core.NamedThreadLocal
1540:           2       48      org.apache.coyote.http11.filters.GzipOutputFilter
1541:           2       48      sun.security.ssl.SSLAlgorithmConstraints
1542:           3       48      org.eclipse.jdt.internal.compiler.lookup.FieldBinding[]
1543:           1       48      org.apache.jasper.runtime.JspWriterImpl
1544:           1       48      org.apache.catalina.core.StandardHostValve
1545:           1       48      org.apache.tomcat.util.descriptor.web.SessionConfig
1546:           3       48      com.sun.proxy.$Proxy9
1547:           3       48      org.jsoup.select.Evaluator$Class
1548:           2       48      com.alibaba.druid.support.profile.ProfileEntryKey
1549:           2       48      sun.net.www.protocol.jar.JarURLConnection$JarURLInputStream
1550:           2       48      sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint
1551:           3       48      com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl
1552:           2       48      java.lang.reflect.ReflectPermission
1553:           1       48      java.util.concurrent.TimeUnit[]
1554:           2       48      java.net.InetAddress$Cache$Type
1555:           2       48      sun.security.jca.ProviderList$3
1556:           2       48      sun.misc.Signal
1557:           3       48      org.springframework.web.method.annotation.ModelMethodProcessor
1558:           2       48      org.springframework.core.convert.support.GenericConversionService$Converters
1559:           2       48      java.net.InetAddress
1560:           3       48      java.net.SocksSocketImpl$3
1561:           2       48      org.apache.commons.lang3.time.StopWatch$SplitState
1562:           1       48      java.util.concurrent.ConcurrentSkipListMap
1563:           2       48      javax.annotation.Resource$AuthenticationType[]
1564:           1       48      com.sun.management.VMOption$Origin[]
1565:           1       48      org.springframework.core.type.classreading.MethodMetadataReadingVisitor
1566:           1       48      org.apache.catalina.mbeans.UserMBean
1567:           2       48      org.apache.tomcat.util.descriptor.web.SetSessionConfig
1568:           1       48      com.alibaba.druid.sql.dialect.mysql.ast.statement.MySqlInsertStatement
1569:           2       48      sun.security.ssl.TrustManagerFactoryImpl$PKIXFactory
1570:           1       48      sun.text.resources.en.FormatData_en
1571:           3       48      ch.qos.logback.core.spi.LogbackLock
1572:           2       48      org.apache.tomcat.util.descriptor.web.SoapHeaderRule
1573:           3       48      com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper
1574:           1       48      org.springframework.core.task.SimpleAsyncTaskExecutor
1575:           2       48      org.apache.tomcat.util.descriptor.tld.TldResourcePath
1576:           2       48      org.apache.coyote.http11.filters.GzipOutputFilter$FakeOutputStream
1577:           1       48      java.sql.SQLException
1578:           2       48      org.springframework.web.servlet.mvc.method.annotation.PathVariableMethodArgumentResolver

1579:           1       48      ch.qos.logback.core.joran.action.DefinePropertyAction
1580:           1       48      sun.security.x509.NetscapeCertTypeExtension$MapEntry[]
1581:           2       48      org.springframework.core.Constants
1582:           1       48      org.eclipse.jdt.internal.compiler.flow.FlowContext
1583:           1       48      org.apache.tomcat.util.net.jsse.openssl.EncryptionLevel[]
1584:           2       48      org.apache.http.protocol.HttpProcessorBuilder
1585:           2       48      sun.misc.NativeSignalHandler
1586:           3       48      org.springframework.web.method.annotation.MapMethodProcessor
1587:           1       48      java.util.concurrent.locks.ReentrantReadWriteLock$FairSync
1588:           2       48      org.springframework.jndi.JndiTemplate
1589:           1       48      com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit[]
1590:           2       48      java.security.cert.CertificateFactory
1591:           1       48      org.springframework.scheduling.config.ContextLifecycleScheduledTaskRegistrar
1592:           3       48      com.sun.proxy.$Proxy10
1593:           1       48      java.math.RoundingMode[]
1594:           2       48      sun.security.x509.CertificatePolicyMap
1595:           1       48      java.lang.ProcessEnvironment
1596:           2       48      java.time.LocalDateTime
1597:           1       48      org.apache.catalina.startup.HostConfig
1598:           2       48      org.apache.tomcat.util.descriptor.web.SetLoginConfig
1599:           2       48      sun.net.www.MessageHeader
1600:           1       48      java.util.regex.Pattern$GroupCurly
1601:           2       48      org.apache.tomcat.util.descriptor.web.SetDistributableRule
1602:           2       48      sun.security.util.DisabledAlgorithmConstraints
1603:           1       48      sun.text.resources.en.FormatData_en_US
1604:           1       48      java.lang.invoke.MethodHandleImpl$Intrinsic[]
1605:           2       48      sun.nio.cs.ext.JIS_X_0208_MS5022X
1606:           2       48      org.springframework.core.io.UrlResource
1607:           2       48      org.apache.tomcat.util.descriptor.web.SetAuthConstraintRule
1608:           1       48      org.eclipse.jdt.internal.compiler.lookup.ProblemPackageBinding
1609:           1       48      javax.servlet.jsp.PageContext[]
1610:           1       48      java.lang.invoke.BoundMethodHandle$Species_L4
1611:           2       48      com.alibaba.druid.sql.ast.expr.SQLNumberExpr
1612:           2       48      java.time.OffsetDateTime
1613:           2       48      org.apache.http.conn.routing.RouteInfo$TunnelType
1614:           2       48      java.util.Vector$1
1615:           3       48      java.text.AttributedCharacterIterator$Attribute
1616:           2       48      org.springframework.web.method.support.HandlerMethodReturnValueHandlerComposite
1617:           2       48      org.springframework.web.method.annotation.ExpressionValueMethodArgumentResolver
1618:           2       48      org.apache.coyote.http11.filters.ChunkedOutputFilter
1619:           2       48      java.io.SequenceInputStream
1620:           1       48      org.apache.catalina.mapper.MapperListener
1621:           1       48      com.jinba.spider.core.Params[]
1622:           2       48      org.apache.tomcat.util.net.NioEndpoint$Poller[]
1623:           2       48      java.lang.invoke.MethodHandles$Lookup
1624:           2       48      org.apache.tomcat.util.descriptor.web.SetPublicIdRule
1625:           1       48      org.apache.commons.logging.impl.LogFactoryImpl
1626:           2       48      org.apache.tomcat.util.descriptor.web.SetJspConfig
1627:           1       48      ch.qos.logback.core.joran.spi.Interpreter
1628:           1       48      com.sun.org.apache.xalan.internal.utils.XMLSecurityManager$Limit[]
1629:           2       48      com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry
1630:           1       40      org.apache.tomcat.util.modeler.Registry
1631:           1       40      com.jinba.scheduled.DianPing_JD_ZRFG_Task
1632:           1       40      org.springframework.aop.aspectj.annotation.AnnotationAwareAspectJAutoProxyCreator$BeanFa
ctoryAspectJAdvisorsBuilderAdapter
1633:           1       40      ch.qos.logback.core.util.AggregationType[]
1634:           2       40      com.mysql.jdbc.Field[]
1635:           1       40      org.apache.coyote.http11.AbstractNioInputBuffer$HeaderParsePosition[]
1636:           1       40      org.apache.http.impl.conn.ManagedHttpClientConnectionFactory
1637:           1       40      com.jinba.scheduled.DianPing_SHFW_XQ_SWL_Task
1638:           1       40      com.sun.jmx.interceptor.DefaultMBeanServerInterceptor
1639:           2       40      com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport$LoaderEntry[]
1640:           1       40      com.jinba.scheduled.DianPing_GW_ZHSC_Task
1641:           1       40      sun.util.locale.provider.LocaleProviderAdapter$Type[]
1642:           1       40      org.springframework.web.accept.ContentNegotiationManagerFactoryBean
1643:           1       40      sun.nio.cs.StandardCharsets$Aliases
1644:           1       40      sun.net.idn.StringPrep
1645:           1       40      java.lang.Thread$State[]
1646:           1       40      com.jinba.scheduled.DianPing_JIUD_3XJJD_Task
1647:           1       40      com.sun.org.apache.xerces.internal.impl.xs.XSParticleDecl
1648:           1       40      org.springframework.jndi.support.SimpleJndiBeanFactory
1649:           1       40      com.alibaba.druid.sql.ast.statement.SQLSelect
1650:           1       40      org.apache.http.config.ConnectionConfig
1651:           1       40      com.sun.beans.finder.MethodFinder$1
1652:           1       40      com.jinba.scheduled.DianPing_SHFW_YY_Task
1653:           1       40      sun.awt.resources.awt
1654:           1       40      sun.nio.cs.ext.ExtendedCharsets
1655:           1       40      com.jinba.scheduled.DianPing_JD_CSGG_Task
1656:           1       40      com.jinba.scheduled.DianPing_JIUD_DJC_Task
1657:           1       40      ch.qos.logback.core.joran.spi.ConfigurationWatchList
1658:           1       40      com.alibaba.druid.pool.DruidPooledResultSet
1659:           1       40      org.springframework.context.expression.StandardBeanExpressionResolver
1660:           1       40      org.springframework.format.support.FormattingConversionServiceFactoryBean
1661:           1       40      org.apache.catalina.mbeans.ContextResourceMBean
1662:           1       40      sun.awt.resources.awt_zh_CN
1663:           1       40      com.jinba.scheduled.DianPing_JD_DZWY_Task
1664:           1       40      sun.nio.cs.StandardCharsets$Classes
1665:           1       40      org.apache.http.auth.AuthProtocolState[]
1666:           1       40      org.apache.catalina.valves.AbstractAccessLogValve$FormatType[]
1667:           1       40      ch.qos.logback.core.BasicStatusManager
1668:           1       40      java.util.ResourceBundle$1
1669:           1       40      com.sun.org.apache.xml.internal.serialize.EncodingInfo
1670:           1       40      com.jinba.scheduled.DianPing_JIUD_JJXJD_Task
1671:           1       40      com.sun.org.apache.xerces.internal.dom.CoreDOMImplementationImpl
1672:           1       40      org.apache.catalina.startup.HostConfig$DeployedApplication
1673:           1       40      sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraint$Operator[]
1674:           1       40      com.sun.jmx.mbeanserver.MBeanServerDelegateImpl
1675:           1       40      org.apache.catalina.mbeans.ContextMBean
1676:           1       40      com.jinba.scheduled.DianPing_JD_GZ_Task
1677:           1       40      com.jinba.core.BaseClawer$ActionRes[]
1678:           1       40      org.apache.log4j.spi.RootLogger
1679:           1       40      org.apache.catalina.users.MemoryUser
1680:           1       40      com.sun.org.apache.xerces.internal.util.Status[]
1681:           1       40      java.text.MessageFormat
1682:           1       40      com.jinba.scheduled.DianPing_JIUD_SXJJD_Task
1683:           1       40      org.eclipse.jdt.internal.compiler.lookup.NullTypeBinding
1684:           1       40      org.jsoup.parser.Token$TokenType[]
1685:           1       40      sun.nio.cs.StandardCharsets$Cache
1686:           1       40      org.springframework.web.servlet.mvc.annotation.ResponseStatusExceptionResolver
1687:           1       40      org.apache.jasper.servlet.JspServlet
1688:           1       40      com.sun.org.apache.xerces.internal.dom.DOMImplementationImpl
1689:           1       40      com.jinba.scheduled.DianPing_JD_MSGJ_Task
1690:           1       40      org.springframework.web.bind.support.ConfigurableWebBindingInitializer
1691:           1       40      sun.management.DiagnosticCommandImpl
1692:           1       40      ch.qos.logback.core.subst.Token$Type[]
1693:           1       40      org.apache.tomcat.util.buf.Utf8Decoder
1694:           1       40      sun.security.util.AuthResources
1695:           1       40      org.apache.http.config.SocketConfig
1696:           1       40      com.jinba.scheduled.DianPing_JIUD_WXJJD_Task
1697:           1       40      sun.nio.fs.WindowsPathType[]
1698:           1       40      org.eclipse.jdt.internal.compiler.codegen.ExceptionLabel[]
1699:           1       40      com.alibaba.druid.stat.JdbcStatManager
1700:           1       40      org.springframework.web.servlet.mvc.support.DefaultHandlerExceptionResolver
1701:           1       40      sun.security.provider.DSAPublicKeyImpl
1702:           1       40      com.jinba.scheduled.DianPing_JD_YLY_Task
1703:           1       40      java.lang.management.MemoryPoolMXBean[]
1704:           1       40      sun.security.util.AuthResources_zh_CN
1705:           1       40      com.sun.jmx.mbeanserver.JmxMBeanServer
1706:           1       40      com.jinba.scheduled.DianPing_JYPX_JYYX_Task
1707:           1       40      org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader
1708:           1       40      org.eclipse.jdt.internal.compiler.codegen.BranchLabel[]
1709:           1       40      java.lang.invoke.LambdaForm$Name[][]
1710:           1       40      com.jinba.scheduled.DianPingTask
1711:           1       40      ch.qos.logback.core.pattern.parser.TokenStream$TokenizerState[]
1712:           1       40      org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor$Autowi
redMethodElement
1713:           1       40      com.jinba.scheduled.DianPing_JD_ZGZL_Task
1714:           1       40      java.beans.WeakIdentityMap$Entry
1715:           1       40      java.util.regex.Pattern$LazyLoop
1716:           1       40      org.apache.jasper.compiler.JspConfig
1717:           1       40      org.eclipse.jdt.internal.compiler.lookup.VoidTypeBinding
1718:           1       40      com.jinba.scheduled.DianPing_SHFW_SWL_Task
1719:           1       40      org.apache.catalina.mbeans.ServiceMBean
1720:           1       40      sun.security.jca.ServiceId[]
1721:           1       40      org.apache.catalina.core.ApplicationSessionCookieConfig
1722:           2       32      org.springframework.web.servlet.mvc.method.annotation.PathVariableMapMethodArgumentResol
ver
1723:           2       32      org.springframework.core.convert.support.StringToEnumConverterFactory
1724:           2       32      org.springframework.core.convert.support.ObjectToArrayConverter
1725:           1       32      java.text.Normalizer$Form[]
1726:           1       32      org.apache.catalina.core.ApplicationFilterConfig
1727:           1       32      org.apache.coyote.ErrorState[]
1728:           1       32      org.apache.catalina.startup.Catalina
1729:           2       32      org.eclipse.jdt.internal.compiler.impl.BooleanConstant
1730:           2       32      org.springframework.web.servlet.mvc.method.annotation.ViewNameMethodReturnValueHandler
1731:           1       32      org.apache.catalina.startup.Bootstrap
1732:           1       32      java.io.WinNTFileSystem
1733:           2       32      org.apache.catalina.connector.CoyoteAdapter
1734:           2       32      java.lang.Shutdown$Lock
1735:           2       32      org.springframework.format.datetime.DateFormatterRegistrar$DateToCalendarConverter
1736:           1       32      com.alibaba.druid.sql.ast.statement.SQLSelectStatement
1737:           1       32      ch.qos.logback.core.joran.action.ParamAction
1738:           1       32      org.apache.tomcat.util.net.AbstractEndpoint$BindState[]
1739:           2       32      org.apache.catalina.realm.X509SubjectDnRetriever
1740:           2       32      com.sun.org.apache.xerces.internal.impl.dv.xs.QNameDV
1741:           1       32      com.sun.org.apache.xerces.internal.impl.XMLEntityScanner$1
1742:           2       32      java.nio.ByteOrder
1743:           2       32      org.eclipse.jdt.internal.compiler.ast.Argument[]
1744:           1       32      org.apache.commons.httpclient.protocol.Protocol
1745:           1       32      org.apache.catalina.core.StandardEngine$AccessLogListener
1746:           2       32      org.apache.catalina.connector.CoyoteOutputStream
1747:           1       32      org.springframework.core.env.MapPropertySource
1748:           1       32      org.apache.http.conn.util.DomainType[]
1749:           1       32      com.alibaba.druid.proxy.DruidDriver
1750:           2       32      org.apache.coyote.http11.filters.VoidInputFilter
1751:           1       32      com.sun.jndi.ldap.pool.Pool[]
1752:           2       32      java.security.KeyStore$1
1753:           1       32      org.springframework.context.event.SimpleApplicationEventMulticaster
1754:           1       32      org.springframework.web.context.support.ServletContextPropertySource
1755:           1       32      ch.qos.logback.classic.joran.action.EvaluatorAction
1756:           2       32      sun.security.ssl.SSLAlgorithmDecomposer
1757:           1       32      ch.qos.logback.core.joran.action.ConversionRuleAction
1758:           1       32      org.apache.catalina.valves.AbstractAccessLogValve$DateAndTimeElement
1759:           1       32      java.lang.reflect.WeakCache
1760:           1       32      ch.qos.logback.core.joran.action.NestedBasicPropertyIA
1761:           2       32      org.springframework.core.convert.support.EnumToStringConverter
1762:           1       32      ch.qos.logback.classic.spi.LoggerContextVO
1763:           2       32      org.springframework.core.convert.support.StringToCollectionConverter
1764:           1       32      sun.security.x509.AuthorityInfoAccessExtension
1765:           1       32      org.apache.jasper.compiler.TldCache
1766:           1       32      java.lang.RuntimeException
1767:           2       32      org.apache.coyote.http11.InternalNioInputBuffer$SocketInputBuffer
1768:           1       32      org.springframework.core.task.SimpleAsyncTaskExecutor$ConcurrencyThrottleAdapter
1769:           1       32      ch.qos.logback.core.subst.Tokenizer$TokenizerState[]
1770:           2       32      sun.net.www.protocol.file.Handler
1771:           1       32      java.lang.NullPointerException
1772:           2       32      org.springframework.core.convert.support.CollectionToCollectionConverter
1773:           1       32      ch.qos.logback.classic.joran.action.ConfigurationAction
1774:           1       32      ch.qos.logback.classic.joran.action.RootLoggerAction
1775:           2       32      sun.nio.ch.SocketDispatcher
1776:           1       32      com.jinba.pojo.AreaType[]
1777:           1       32      ch.qos.logback.core.rolling.helper.CompressionMode[]
1778:           1       32      org.springframework.core.env.SystemEnvironmentPropertySource
1779:           2       32      org.springframework.core.convert.support.StringToNumberConverterFactory
1780:           2       32      org.springframework.core.LocalVariableTableParameterNameDiscoverer
1781:           2       32      org.apache.coyote.http11.filters.VoidOutputFilter
1782:           1       32      sun.security.provider.AuthPolicyFile
1783:           1       32      com.alibaba.fastjson.serializer.SerializeConfig
1784:           1       32      java.time.temporal.TemporalUnit[]
1785:           2       32      org.springframework.core.convert.support.StringToLocaleConverter
1786:           2       32      org.apache.catalina.connector.CoyoteInputStream
1787:           2       32      sun.security.util.DisabledAlgorithmConstraints$KeySizeConstraints
1788:           1       32      org.apache.tomcat.util.descriptor.web.FilterMap
1789:           2       32      com.sun.proxy.$Proxy8
1790:           1       32      sun.nio.fs.WindowsFileSystem
1791:           2       32      org.springframework.core.convert.support.CollectionToObjectConverter
1792:           1       32      org.apache.catalina.core.JreMemoryLeakPreventionListener
1793:           2       32      org.springframework.web.servlet.mvc.method.annotation.MatrixVariableMapMethodArgumentRes
olver
1794:           2       32      org.apache.coyote.http11.InternalNioOutputBuffer$SocketOutputBuffer
1795:           1       32      org.apache.tomcat.util.descriptor.web.WebXmlParser
1796:           1       32      sun.management.MemoryImpl
1797:           1       32      sun.misc.GC$LatencyRequest
1798:           1       32      com.alibaba.druid.sql.dialect.mysql.parser.MySqlSelectParser
1799:           1       32      com.sun.beans.finder.BeanInfoFinder
1800:           1       32      org.jsoup.nodes.Entities$EscapeMode[]
1801:           2       32      javax.net.ssl.TrustManagerFactory$1
1802:           1       32      ch.qos.logback.core.joran.action.StatusListenerAction
1803:           1       32      org.apache.commons.logging.impl.WeakHashtable$WeakKey
1804:           2       32      org.springframework.core.convert.support.MapToMapConverter
1805:           2       32      sun.security.provider.KeyStoreDelegator$1
1806:           2       32      java.lang.InheritableThreadLocal
1807:           1       32      java.lang.ArithmeticException
1808:           1       32      org.apache.tomcat.JarScanType[]
1809:           2       32      org.springframework.web.servlet.mvc.method.annotation.ModelAndViewMethodReturnValueHandl
er
1810:           1       32      sun.nio.cs.StandardCharsets
1811:           1       32      org.apache.commons.httpclient.auth.AuthScope
1812:           2       32      org.springframework.context.support.ApplicationContextAwareProcessor$EmbeddedValueResolv
er
1813:           1       32      org.apache.tomcat.websocket.server.WsWriteTimeout
1814:           1       32      ch.qos.logback.core.joran.conditional.IfAction
1815:           1       32      org.apache.tomcat.util.log.UserDataHelper$Config[]
1816:           1       32      sun.security.provider.PolicyFile
1817:           1       32      org.apache.tomcat.util.http.parser.SkipResult[]
1818:           1       32      java.util.concurrent.ConcurrentSkipListMap$HeadIndex
1819:           2       32      com.sun.proxy.$Proxy3
1820:           1       32      com.alibaba.druid.proxy.jdbc.StatementExecuteType[]
1821:           1       32      com.alibaba.fastjson.parser.ParserConfig
1822:           1       32      org.apache.catalina.startup.ContextConfig$DefaultWebXmlCacheEntry
1823:           1       32      ch.qos.logback.classic.sift.SiftAction
1824:           1       32      ch.qos.logback.core.joran.action.TimestampAction
1825:           2       32      org.springframework.core.convert.support.PropertiesToStringConverter
1826:           2       32      com.sun.org.apache.xerces.internal.impl.dv.dtd.ENTITYDatatypeValidator
1827:           2       32      java.security.AllPermission
1828:           1       32      com.alibaba.fastjson.JSONException
1829:           2       32      org.springframework.core.convert.support.ObjectToCollectionConverter
1830:           1       32      ch.qos.logback.core.joran.action.IncludeAction
1831:           1       32      org.apache.coyote.ajp.AjpNioProtocol$AjpConnectionHandler
1832:           1       32      org.apache.tomcat.util.log.UserDataHelper$Mode[]
1833:           1       32      org.springframework.context.support.DefaultLifecycleProcessor
1834:           2       32      sun.security.provider.X509Factory
1835:           2       32      org.apache.http.message.BasicLineParser
1836:           2       32      org.springframework.web.servlet.mvc.method.annotation.ViewMethodReturnValueHandler
1837:           2       32      org.springframework.core.convert.support.ArrayToStringConverter
1838:           1       32      org.eclipse.jdt.internal.compiler.ast.ExpressionContext[]
1839:           1       32      org.eclipse.jdt.internal.compiler.classfmt.TypeAnnotationWalker$1
1840:           2       32      com.sun.beans.WeakCache
1841:           1       32      ch.qos.logback.core.joran.action.AppenderAction
1842:           1       32      org.springframework.beans.factory.annotation.RequiredAnnotationBeanPostProcessor
1843:           2       32      org.eclipse.jdt.internal.compiler.lookup.TypeBinding[]
1844:           2       32      org.springframework.core.convert.support.NumberToNumberConverterFactory
